video_id,video_url,transcript,description,hashtags,view_count,like_count,comment_count,share_count,duration,transcript_source
7401510270188719366,https://www.tiktok.com/@reidhoffman/video/7401510270188719366,"[Visual: The video begins with an introduction to how AI models can create accessible services, such as a medical assistant app for smartphones.] [Visual: A man is shown against a blue sky background with text that reads, ""HOW AI IS MAKING SERVICES MORE ACCESSIBLE.""] [Visual: SpeakerA explains the medical assistant could be available to everyone, regardless of access to a doctor.] : With these AI models, we know how to create a medical assistant that could work on every smartphone. [Visual: SpeakerB responds positively to the idea.] [Visual: Two men are seated in chairs with tables between them, featuring bouquets of flowers and small bottles.] [Visual: SpeakerA mentions AI could also be used for tutoring and other applications.] : It would be available to everybody, whether or not you have access to a doctor or not. [Visual: A man explains AI could help people who can't afford a lawyer with tasks like reviewing contracts.] : That could be amazing. [Visual: A contract on a clipboard is shown.] : Tutor as well and a bunch of other things. [Visual: A man says that having something that could help with contract reviews is a good thing.] [Visual: A man speaks with his hand raised, with the caption 'And that could be'.] [Visual: A man says the primary goal should be to get these AI models into as many people's hands as possible to benefit humanity.] : Or say, for example, you're- can't afford a lawyer and you're looking at something that's like a contract. [Visual: A contract on a clipboard is shown with a pen and the text 'a contract'.] : Well, actually having something that could help you with that is a good thing. [Visual: A man gestures with his hand, with the caption 'help you with that'.] : And so I'm generally thinking we should want these models trained, and our primary question is not, ""Should the model be trained or not?"" It's like, let's make sure we get them in as broad, as many people's hands as possible to help humanity overall.",How AI is making services more accessible,"reidhoffman, innovation, ai, Tech, tech",779,17,1,0,31,opusclip
7401541223682542854,https://www.tiktok.com/@reidhoffman/video/7401541223682542854,"[Visual: A man in a blazer is featured on a YouTube thumbnail titled 'How LinkedIn and Facebook Play Into Human Nature', setting the stage for the discussion.] [Visual: A man in glasses and a blazer is featured on a YouTube thumbnail with the title 'How LinkedIn and Facebook Play Into Human Nature'.] : What is the important truth that you believe that you're in the minority of? [Visual: A man is sitting in a chair at the Commonwealth Club and speaking.] : People say, ""Well, what's LinkedIn?"" You say, ""Greed."" You know, ""What's Facebook?"" Vanity. : As an investor, I invest in one or more of the 7 deadly sins. [Visual: The speaker explains his investment strategy is based on understanding human nature, specifically mentioning greed and vanity in relation to LinkedIn and Facebook.] : The thing that I tend to focus on is to have an explicit theory of human nature that underlies the mission and the, what you're trying to change in the world. [Visual: A man is sitting in a chair at the Commonwealth Club and speaking.] : And really what that was, was a theory of human nature, a theory of what needs you're meeting, what meant when it got to scale.",How LinkedIn and Facebook play into human nature,"reidhoffman, linkedin, StartUp, entrepreneur, business, startup",773,10,1,0,31,opusclip
7408959780292660486,https://www.tiktok.com/@reidhoffman/video/7408959780292660486,"[Visual: Speaker discusses how Bill Gates wasn't initially focused on Microsoft Office when creating MS-DOS.] [Visual: A man with glasses speaks into a microphone.] [Visual: Speaker states that entrepreneurship involves blending dualities to be successful.] : When Bill Gates, uh, was creating MS-DOS, he was not thinking Microsoft Office. [Visual: Speaker explains that successful entrepreneurs must balance long-term focus with immediate problem-solving, and adapt to changes.] [Visual: A shot of old computers, including one displaying MS-DOS.] : So one of the things I love about entrepreneurship, to do it well, you're always blending dualities. [Visual: The man from the first scene speaks into the microphone again.] : You're long-term focused, but you're solving the immediate short term. : You're having a vision that you're struggling to get to in the future, but you're being flexible and you're adapting and you're learning, and you're changing what you're doing.",Prepare your long-term vision WHILE addressing the market’s short-term needs #microsoft #billgates #entrepreneur,"microsoft, billgates, entrepreneur",747,26,1,2,30,opusclip
7400397053731343621,https://www.tiktok.com/@reidhoffman/video/7400397053731343621,"[Visual: Speaker discusses how mothers' lack of facial expression impacts children and relates it to AI, emphasizing the importance of not misidentifying humanity.] : Their primary caregiver did not embody the physicality of emotion, and I wanna make sure we're not doing that with AI, right, that we're not misidentifying humanity, that we're not losing touch with what truth is. [Visual: Speaker emphasizes the need to ensure AI doesn't distort our ability to identify nature and truth, highlighting the importance of understanding alterations.] [Visual: A framed photo shows a group of people with text 'MISIDENTIFYING HUMANITY'.] : I wanna make sure that when we're looking at something that's altered, that we understand that it's altered so that it doesn't mess with our ability to identify nature.",Is AI's realism gaslighting us?,"reidhoffman, kerrywashington, innovation, ai, Tech, tech",731,16,1,1,47,opusclip
7400428000631639301,https://www.tiktok.com/@reidhoffman/video/7400428000631639301,"[Visual: A news anchor introduces the topic, mentioning Mira Murati's appointment as interim CEO and her immediate dissatisfaction with the board's actions.] [Visual: A man with glasses and a suit jacket speaks in front of a black background with white grids and logos.] : They appointed Mira Murati as the interim CEO, and within the same day that they appointed her, she's like, ""What? [Visual: A person in a suit sits with their back to the camera in front of a red and green background.] : You guys aren't doing this the right way. [Visual: Silhouettes of people in suits sit at a table in front of a yellow background.] : I'm not, I'm not your interim CEO."" You lost confidence from the person you appointed as interim CEO in hours. [Visual: The video highlights mechanical mistakes made by the board of directors, emphasizing their significance in organizational governance.] : And so that kind of- all of that highlights a whole bunch of mechanical mistakes and other kinds of things that the board of directors did. [Visual: Silhouettes of people in suits sit at a table in front of a yellow background.] : Board of directors matter. [Visual: The video discusses governance within innovative organizations, focusing on how boards should manage risk and promote innovation.] : And how you compose them, do they understand that kind of governance from, look, there are things that when organizations are innovating, taking risks, how do you both play a good governance role? [Visual: A group of business people in suits are gathered around a table covered in diagrams, discussing innovative ideas, with a lightbulb graphic overlaid.] : How do you enable the organization to take risks in the right way? [Visual: A man with glasses speaks about the overall navigation of innovation and risk within the organization.] [Visual: A man in a suit crouches on a chessboard with chess pieces, next to a silhouette of a man in a suit, set against a yellow background.] [Visual: A man with glasses is speaking to the camera with a blurred background.] : How do you help with that overall navigation?",The importance of your board of directors,"reidhoffman, innovation, ai, chatgpt, Tech, tech",728,14,0,0,39,opusclip
7409352210707975430,https://www.tiktok.com/@reidhoffman/video/7409352210707975430,"[Visual: The speaker shares that when he conceived LinkedIn, he sought feedback, and the main concern was the lack of value in a network until it reached a critical mass of users.] : For example, when I literally had the idea for LinkedIn, I was going around to my friends going, ""Okay, why won't this work?"" And the common pattern I was hearing is because in a network there's no value until you have a million people, so no one's going to invite for the first million people. [Visual: The speaker emphasizes that from the beginning, the primary goal was to create a minimum viable product to attract a million users.] : And the fact that I knew that that was the thing to test, that was the thing that I was essentially working on from day one to get to the minimum viable product in order to do that.",Is your startup growing fast enough? #startup #fyp #reidhoffman,"StartUp, fyp, reidhoffman, startup",708,28,2,3,28,opusclip
7400737197877955845,https://www.tiktok.com/@reidhoffman/video/7400737197877955845,"[Visual: Speaker discusses the possibility of a mutually beneficial offering of training data for a nominal fee.] [Visual: A man in a black suit speaks in front of a background with the words 'HOW WIKIPEDIA MONETIZES KNOWLEDGE'.] [Visual: Speaker explains that Wikipedia has a good model for this, allowing public access while offering data and features for a fee.] : Is there a mutually beneficial offering of training data for a nominal fee? [Visual: Speaker believes that multiple people-training models would be willing to engage in such arrangements with organizations like The New York Times.] [Visual: A woman with red lipstick speaks into a microphone, with the words 'BENEFICIAL OFFERING' on the screen.] : I think Wikipedia has a good model on this 'cause even though they're public, you can all read it, which they allow, but they can also get to an economic arrangement where they can help you with the data and everything else, and they, you know, add in some very light features to it that help you with that, and you pay them for it. : And I think multiple people-training models would be willing to do that with The New York Times and others.",How Wikipedia monetizes knowledge,"reidhoffman, wikipedia, entrepreneur, business, innovation",699,12,0,0,45,opusclip
7400366095993015557,https://www.tiktok.com/@reidhoffman/video/7400366095993015557,"[Visual: A man in a suit emphasizes the need to actively shape technology for a better future, followed by a young man in a hoodie discussing the amplification of humanity and purpose through technology, and a yellow cursor highlighting the shaping process with the steam engine as an example of safer manufacturing.] [Visual: A man in a suit speaks in front of a graphic background with the text 'WE HAVE TO SHAPE TECHNOLOGY'.] : It's not inevitable. : We have to work towards making a better future. : But it isn't just build the technology and all works out. [Visual: A young man in a hoodie works on an Apple laptop with the text 'WE HAVE TO WORK' displayed.] : It's like we have to shape it. : We have to shape it in the directions of, you know, amplifying our humanity, amplifying our purpose. [Visual: A yellow cursor clicks on a yellow box with the text 'WE HAVE TO SHAPE IT'.] : Think about the steam engine leading to a manufacturing floor that is a lot safer, you know, has human beings kind of as opposed to having to do all the grunt, like, you know, reproduce the screw in this. [Visual: The video continues with the man in a suit explaining how technology allows humans to manage processes, using the steam engine as an analogy for safer and more efficient manufacturing.] : You know, they can then be part of managing the process in terms of how they're operated.",Shaping technology for a better future,"reidhoffman, innovation, ai, philosophy, Tech, tech",699,7,0,0,41,opusclip
7408603095678061829,https://www.tiktok.com/@reidhoffman/video/7408603095678061829,"[Visual: Speaker shares the initial mispitch of Airbnb as couch surfing, highlighting its low value and high risk.] : The first person who talked to me about Airbnb mispitched it. : The person who pitched it to me said, ""It's couch surfing."" And I went, ""Couch surfing?"" Uh-huh. [Visual: A man wearing glasses and a black shirt is speaking, and the subtitle reads, 'well, not particularly'.] : Particularly valuable. : I mean, even if you succeeded and got the whole thing, it's low ACV, very risky, strange. [Visual: Speaker describes Airbnb as a marketplace of space, ranging from couches to castles, illustrating its awesome potential.] : You're thinking, like, ""I'm not interested in couch surfing."" A minute into the discussion with Brian, it was, like, ""Oh, this is awesome."" Because it's, like, look, it's a marketplace of space, and that space ranges anything from a couch, sure, fine, to a castle, right? [Visual: Speaker acknowledges the early challenges of Airbnb, including opposition and potential issues, recognizing the need to address them.] : And it's the whole range of it, and you're like, ""Ah, that's very interesting."" Challenges in the early days were obvious.",Airbnb's original pitch,,598,31,1,2,43,opusclip
7406007693263080710,https://www.tiktok.com/@reidhoffman/video/7406007693263080710,"[Visual: A man with glasses introduces the topic by discussing general founder advice to ask what's wrong with your product and sets the stage for a story about LinkedIn proving a smart VC wrong.] [Visual: A man with glasses is shown in front of a title that reads ""HOW LINKEDIN PROVED A SMART VC WRONG.""] : General founder advice is ask what's wrong with your product. [Visual: A man with glasses is shown on the screen with the words ""GENERAL FOUNDER ADVICE.""] : One of the conversations that I found very entertaining in the very early days of LinkedIn, I was talking to Bill Gurley, obviously a very smart guy, about it, and he was like, ""Oh, I would never use something like LinkedIn. [Visual: The man with glasses narrates how Bill Gurley initially dismissed LinkedIn as something for college students, only to later reveal that he opens LinkedIn every morning, highlighting Gurley's change of heart.] : That's for college students."" I was like, ""Okay."" 2 years later, I was sitting at a conference at a, uh, dinner table, and Bill Gurley was asked what are the sites that he opens every morning with, and it was, if anyone remembers, Hitwise was one of them, and LinkedIn was the other. [Visual: A man with glasses is shown on the screen with the words ""what are the sites that he opens every morning with?""] [Visual: The man with glasses explains that the key to LinkedIn's success was its attractive value proposition and continuous curve, noting that Bill Gurley only joined when a critical mass of entrepreneurs were present.] : And the key thing is to make it so that it's attractive and it spreads in both cases in the value propositions. [Visual: A man with glasses is shown on the screen with the words ""and it spreads"".] : And it's, again, usually on a continuous curve. : Bill would have never joined until a bunch of entrepreneurs that he would potentially want to talk to were there.",How LinkedIn proved a smart VC wrong,,577,17,2,3,42,opusclip
7408236730328812805,https://www.tiktok.com/@reidhoffman/video/7408236730328812805,"[Visual: Speaker describes Mark Zuckerberg's strength in compounding network loops, while a split screen shows Mark Zuckerberg, with text reading 'spectacular at', and mentions the importance of key elements for a vibrant network.] : Mark Zuckerberg is spectacular at compounding network loops and not so much of design. : And so there's a different set of characteristics. [Visual: A split screen shows Mark Zuckerberg above the man from the previous scenes below, with text that reads 'spectacular at'.] : Now what's similar across all of them is this notion of what are the really small number of things that you have to get, like, as maximally right as possible in order to have the network be vibrant",What sets product founders apart? #founders #business #reidhoffman,,515,18,3,1,37,opusclip
7407866345443822854,https://www.tiktok.com/@reidhoffman/video/7407866345443822854,"[Visual: Speaker introduces AI deepfakes and his personal AI avatar, highlighting their translation capabilities and ability to connect with a wider audience.] [Visual: A man speaks in front of a cloud background with text about AI deepfakes.] : I've been recently experimenting with my personal AI avatar, and now every presentation I can give pretty much could be instantly translated into many languages through AI-powered dubbing and connect me to so many more people authentically. [Visual: A man speaks with his hands clasped.] [Visual: Speaker shows the avatar in action, and defines humans as tool users (Homo techni), with the woman questioning the authenticity of the AI and its impact on human connection.] : Let me show you the avatar in action. [Visual: A man speaks with his hands clasped.] : A more accurate name for us is Homo techni, humans as tool makers and tool users. [Visual: A man speaks while gesturing with his hands.] : The story of humanity is the story of technology. [Visual: A woman speaks with her hands clasped.] : How much of this is you? : Like, what is happening right now?",How real are AI deepfakes? Kerry Washington reacts to my avatar #kerrywashington #fyp #ai,,386,13,1,0,35,opusclip
7407500961008176389,https://www.tiktok.com/@reidhoffman/video/7407500961008176389,"[Visual: Speaker introduces the topic ""THE COGNITIVE POTENTIAL OF AI"", and asks about exciting AI capabilities, followed by a woman discussing AI's potential in scientific fields, such as fusion power, new mathematics, and intersections between scientific fields.] [Visual: A man wearing glasses and a black shirt speaks in front of a blue and yellow background with the title ""THE COGNITIVE POTENTIAL OF AI"".] : Is there something that you're like, ""Man, if AI could do XYZ today or by the end of the year,"" that you would be similarly excited for? [Visual: A woman with long brown hair and wearing large hoop earrings speaks into a microphone.] : Could it help us with the invention and creation of fusion power, or could it discover new branches of mathematics or make some intersections between different scientific fields? [Visual: Speaker discusses how AI synthesizes vast amounts of information, exceeding the capacity of a single person or even multiple people's knowledge.] : Because there's so much density of information, it goes well outside any one genius' head, but to multiple people's heads and then pulling that together. [Visual: Speaker discusses hyperbolic views on AI's IQ and cognitive capabilities, and emphasizes the importance of AI creating new science and the need for ethical AI data governance.] [Visual: A man wearing glasses and a gray zip-up sweater speaks in front of a blurred background.] : Frequently, both the proponents and the critics can be a little hyperbolic and histrionic in either direction because they just go, ""It's increasing IQ."" You know, and it's like, ""Well, no, it's, it's increasing set of cognitive capabilities, some of which already today are superhuman and amazing and we will continue those."" But, like, what's said of it really depends on will it be creating new science or not, new physics or not, or other.",The cognitive potential of AI,,370,12,2,0,52,opusclip
7404916309705772293,https://www.tiktok.com/@reidhoffman/video/7404916309705772293,"[Visual: Speaker begins by discussing how Facebook's expansion beyond college campuses faced criticism, but Mark Zuckerberg was proven right.] [Visual: A man with glasses speaks in front of a blue background, with text that reads 'EXPERTISE CAN BE A CRUTCH' above him.] [Visual: Speaker mentions that Zuckerberg's decision to launch News Feed also faced significant opposition.] : Facebook obviously started as a college campus network, and when it opened geographies, like half of the punditry of Silicon Valley was, ""It's jumped the shark, it's over."" And it was one of the things that Zuck got right, and against a lot of public criticism. [Visual: Speaker notes that the negative reaction to the News Feed even led to demonstrations outside Facebook's office.] [Visual: The man continues to speak, gesturing with his hand.] [Visual: Speaker observes that such strong opposition is uncommon.] : Another one was when he turned on News Feed. : There were literally some demonstrations outside the office. : You don't often get that.",Expertise can be a crutch #entrepreneur #startup #business,,311,12,1,0,31,opusclip
7401170162449255686,https://www.tiktok.com/@reidhoffman/video/7401170162449255686,"[Visual: Speaker explains the initial conversations with Sam Altman and Elon Musk, emphasizing the goal of ensuring beneficial AI for humanity.] [Visual: A man is speaking in front of an OpenAI logo with the text ""WHY LINKEDIN'S CO-FOUNDER BACKED OPENAI"".] : What compelled you to help start OpenAI and then keep following on that? [Visual: A man in a suit is smiling, with text overlay reading ""and then keep"".] : For OpenAI, it started with participating in some conversations with Sam Altman and Elon Musk, and it was like, ""Look, we're gonna have this AI revolution that's coming. [Visual: Elon Musk is in conversation, and the text ""AI revolution"" is on screen.] : We should make sure that beneficial AI isn't just a province of super large tech companies but has a for humanity bent."" At the beginning of OpenAI was, ""This scale AI thing is likely to bear some interesting fruit. [Visual: Speaker details the experimental nature of OpenAI, highlighting the focus on creating software and its impact on the world.] : We don't know. : Maybe. : Let's try, and let's make sure that its governance is oriented towards humanity considerations first."" And I decided I'd have more impact on the world by helping create software. [Visual: A close-up shows a man speaking and gesturing with his hand.]",Why LinkedIn’s co-founder backed OpenAI,"reidhoffman, linkedin, StartUp, entrepreneur, business, startup",303,7,1,0,43,opusclip
7401108277951565062,https://www.tiktok.com/@reidhoffman/video/7401108277951565062,"[Visual: Speaker explains the initial success of the Airbnb pitch by highlighting its eBay-like concept for space and the massive potential of the travel industry.] [Visual: A man wearing glasses and a brown shirt is speaking in front of an Airbnb ad.] [Visual: Speaker discusses how the pitch explained the product's value, margins, defensible position, and growth potential.] : The reasons why the Airbnb pitch was really good from the beginning is like, ""Well, we're eBay for space, and we're starting with travel, and travel itself is huge."" This is what the dynamics work in terms of opening up liquidity between host and traveler. [Visual: Speaker emphasizes how quickly the core concept of the pitch became understandable.] [Visual: An image of a map with a phone.] [Visual: Speaker notes that the claim of having no competition is typically not believable.] : ""Oh, well, charging people like this, this is why the product will be good, this is why we'll have good margins, this is why we'll have a defensible position, this is why we'll be a big size, and this is why we'll be growing."" And you're like, ""Okay, I get it."" That was one of the pitches, literally 2 minutes in, and you're like, ""Okay, I understand."" To claim 0 competition is usually not credible.",Airbnb’s pitch winning strategy,"reidhoffman, StartUp, entrepreneur, business, innovation, startup",290,7,0,2,36,opusclip
